,Unnamed: 0,Customer_id,Customer_age,Customer_sex,Customer_type,Customer_city,Visits,Device_used,Device_Platform,Existing_Customer,Product_id,product_visit,Days_in_cart,Viewd_in_cart,Price,Transcation_amount,discount_offered,Warranty,Warranty_period,Product_age,Support_type,Support_mode,Support_satisfaction,Revenue_Impact,Region,State,Zone,Product_comparison,Tech_score,Purchase_power,Thinking_score,service_category
385,385,386,26,Male,Young,Kannur,170,Mobile/Tablet,iOS,Yes,2,5,44,17,86114,75780,12,0,0,18,Parts_change,Service_center,4,959,Non Metro,Kerela,South,7,4,10,5,Platinum1
386,386,387,48,Female,Old,Patna,145,Mobile/Tablet,Android,No,3,6,27,8,47192,41528,12,0,0,23,Product_upgrade,Customer_support,3,14157,Non Metro,Bihar,East,1,2,5,3,Silver1
387,387,388,19,Male,Young,Jaipur,212,Mobile/Tablet,Android,Yes,0,6,42,16,56323,43368,23,1,3,9,Technical_Queries,Remote_sharing,4,0,Non Metro,Rajasthan,West,3,2,5,5,Silver1
388,388,389,44,Female,Middle,Lucknow,92,Mobile/Tablet,iOS,Yes,2,3,36,10,86114,66307,23,0,0,16,Parts_change,Service_center,4,1730,Non Metro,Uttar Pradesh,North,4,4,10,4,Platinum1
389,389,390,48,Male,Old,Gorakhpur,142,Mobile/Tablet,iOS,No,5,1,26,7,78227,68839,12,1,6,6,Technical_Queries,Customer_support,4,0,Non Metro,Haryana,North,1,2,10,3,Platinum1
390,390,391,31,Male,Young,Siliguri,140,Mobile/Tablet,iOS,No,0,1,51,20,56323,43368,23,0,0,22,Product_upgrade,Customer_support,2,16896,Non Metro,Assam,East,7,4,9,5,Platinum1
391,391,392,27,Male,Young,Solapur,165,Mobile/Tablet,Android,Yes,1,1,43,17,89528,74308,17,1,7,5,Technical_Queries,Customer_support,4,0,Non Metro,Maharashtra,South,6,3,6,5,Gold1
392,392,393,18,Male,Young,Hyderabad,168,Laptop/PC,Windows,No,1,1,49,19,89528,72517,19,1,2,10,Technical_Queries,Remote_sharing,5,0,Metro,Telangana,South,4,4,6,5,Gold1
393,393,394,57,Female,Old,Belgaum,131,Laptop/PC,Linux,No,5,6,8,2,78227,64928,17,0,0,27,Product_upgrade,Customer_support,5,23468,Non Metro,Karnartaka,South,1,7,6,2,Gold2
394,394,395,48,Female,Old,Bhavnagar,136,Laptop/PC,Linux,Yes,4,5,28,8,33668,27944,17,0,0,16,Parts_change,Service_center,4,688,Non Metro,Gujrat,West,1,7,3,3,Silver2
395,395,396,40,Male,Middle,Kottayam,167,Mobile/Tablet,Android,Yes,4,8,15,4,33668,27944,17,0,0,20,Parts_change,Service_center,5,516,Non Metro,Kerela,South,3,2,3,3,Silver1
396,396,397,55,Male,Old,Pune,146,Laptop/PC,Linux,No,5,5,1,0,78227,63363,19,0,0,34,Parts_change,Service_center,4,1949,Metro,Maharashtra,South,3,7,6,2,Gold2
397,397,398,49,Male,Old,Bareilly,139,Laptop/PC,Linux,Yes,5,6,1,0,78227,68839,12,1,10,2,Technical_Queries,Customer_support,5,0,Non Metro,Uttar Pradesh,North,2,7,6,2,Gold2
398,398,399,54,Female,Old,Kottayam,133,Mobile/Tablet,iOS,Yes,4,1,25,7,33668,25924,23,0,0,30,Parts_change,Service_center,5,1783,Non Metro,Kerela,South,4,4,7,3,Gold1
399,399,400,30,Male,Young,Ajmer,137,Laptop/PC,Windows,Yes,1,1,25,10,89528,72517,19,1,4,8,Technical_Queries,Customer_support,4,0,Non Metro,Rajasthan,West,3,2,6,3,Gold1
400,400,401,29,Female,Young,Warangal,216,Mobile/Tablet,Android,Yes,3,7,54,21,47192,41528,12,1,5,7,Technical_Queries,Customer_support,4,0,Non Metro,Telangana,South,7,4,5,5,Silver1
401,401,402,29,Female,Young,Ghaziabad,132,Mobile/Tablet,iOS,Yes,3,9,49,19,47192,36337,23,1,3,9,Parts_change,Service_center,5,1626,Non Metro,Uttar Pradesh,North,7,4,9,5,Platinum1
402,402,403,41,Male,Middle,Jamnagar,132,Laptop/PC,Windows,Yes,4,7,32,9,33668,27271,19,1,2,10,Parts_change,Service_center,4,493,Non Metro,Gujrat,West,4,4,3,4,Silver1
403,403,404,41,Male,Middle,Jamshedpur,179,Laptop/PC,Windows,No,2,6,31,9,86114,71474,17,0,0,28,Product_upgrade,Customer_support,3,25834,Non Metro,Jharkhand,East,4,4,6,4,Gold1
404,404,405,27,Female,Young,Jabalpur,172,Laptop/PC,Linux,Yes,2,10,56,22,86114,71474,17,0,0,27,Parts_change,Service_center,5,1656,Non Metro,Madhya Pradesh,West,8,9,6,5,Gold2
405,405,406,48,Male,Old,Aligarh,130,Laptop/PC,Linux,No,5,6,30,9,78227,60234,23,1,6,6,Technical_Queries,Customer_support,4,0,Non Metro,Uttar Pradesh,North,4,9,6,3,Gold2
406,406,407,60,Female,Old,Bangalore,122,Mobile/Tablet,Android,Yes,5,3,15,4,78227,60234,23,1,6,6,Technical_Queries,Remote_sharing,5,0,Metro,Karnartaka,South,2,2,6,3,Gold1
407,407,408,49,Male,Old,Kota,115,Mobile/Tablet,iOS,No,5,6,19,5,78227,68839,12,1,5,7,Parts_change,Service_center,4,664,Non Metro,Rajasthan,West,1,2,10,3,Platinum1
408,408,409,29,Female,Young,Gurgaon,133,Mobile/Tablet,iOS,No,1,9,40,16,89528,68936,23,0,0,38,Product_upgrade,Customer_support,4,26858,Non Metro,Haryana,North,3,2,10,5,Platinum1
409,409,410,24,Female,Young,Bareilly,185,Mobile/Tablet,iOS,Yes,0,7,42,16,56323,49564,12,0,0,13,Product_upgrade,Customer_support,5,16896,Non Metro,Uttar Pradesh,North,7,4,9,5,Platinum1
410,410,411,39,Male,Middle,Vijayawada,105,Mobile/Tablet,iOS,No,4,8,13,3,33668,29627,12,1,6,6,Technical_Queries,Remote_sharing,5,0,Non Metro,Andhra Pradesh,South,3,2,7,3,Gold1
411,411,412,60,Male,Old,Warangal,150,Laptop/PC,Linux,No,5,6,17,5,78227,63363,19,0,0,31,Parts_change,Service_center,5,2091,Non Metro,Telangana,South,2,7,6,3,Gold2
412,412,413,28,Female,Young,Tirupati,137,Laptop/PC,Windows,Yes,0,10,60,24,56323,43368,23,1,8,4,Technical_Queries,Customer_support,4,0,Non Metro,Andhra Pradesh,South,4,4,5,5,Silver1
413,413,414,24,Male,Young,Dhanbad,185,Laptop/PC,Linux,Yes,0,10,58,23,56323,43368,23,1,9,3,Technical_Queries,Customer_support,5,0,Non Metro,Jharkhand,East,3,7,5,5,Silver2
414,414,415,27,Female,Young,Asansol,159,Laptop/PC,Linux,No,3,6,54,21,47192,38225,19,1,8,4,Technical_Queries,Remote_sharing,5,0,Non Metro,West Bengal,East,6,8,5,5,Silver2
415,415,416,36,Male,Middle,Kota,113,Mobile/Tablet,iOS,Yes,2,7,21,6,86114,75780,12,0,0,36,Product_upgrade,Customer_support,3,25834,Non Metro,Rajasthan,West,7,4,10,3,Platinum1
416,416,417,55,Female,Old,Jalandhar,119,Mobile/Tablet,Android,Yes,3,6,24,7,47192,39169,17,1,10,2,Technical_Queries,Customer_support,4,0,Non Metro,Punjab,North,4,4,5,3,Silver1
417,417,418,57,Female,Old,Goa,116,Laptop/PC,Windows,Yes,4,3,24,7,33668,25924,23,1,9,3,Technical_Queries,Remote_sharing,5,0,Non Metro,Goa,South,4,4,3,3,Silver1
418,418,419,18,Female,Young,Belgaum,142,Mobile/Tablet,Android,Yes,0,10,48,19,56323,43368,23,1,9,3,Technical_Queries,Customer_support,4,0,Non Metro,Karnartaka,South,9,4,5,5,Silver1
419,419,420,54,Female,Old,Kakinada,138,Mobile/Tablet,Android,Yes,5,5,29,8,78227,63363,19,0,0,19,Product_upgrade,Customer_support,4,23468,Non Metro,Andhra Pradesh,South,4,4,6,3,Gold1
420,420,421,39,Male,Middle,Aligarh,103,Mobile/Tablet,Android,Yes,2,8,21,6,86114,69752,19,0,0,35,Product_upgrade,Customer_support,4,25834,Non Metro,Uttar Pradesh,North,6,3,6,3,Gold1
421,421,422,48,Female,Old,Vijayawada,109,Laptop/PC,Linux,Yes,4,6,11,3,33668,27271,19,0,0,15,Parts_change,Service_center,5,2386,Non Metro,Andhra Pradesh,South,4,9,3,3,Silver2
422,422,423,58,Female,Old,Sangli,126,Laptop/PC,Windows,No,3,1,4,1,47192,36337,23,0,0,24,Parts_change,Service_center,4,2318,Non Metro,Maharashtra,South,1,2,5,2,Silver1
423,423,424,60,Female,Old,Nashik,112,Laptop/PC,Linux,Yes,5,6,5,1,78227,63363,19,1,0,12,Technical_Queries,Remote_sharing,4,0,Non Metro,Maharashtra,South,3,7,6,2,Gold2
424,424,425,59,Female,Old,Erode,101,Laptop/PC,Windows,Yes,3,6,18,5,47192,39169,17,0,0,13,Parts_change,Service_center,5,1818,Non Metro,Tamil Nadu,South,2,2,5,3,Silver1
425,425,426,59,Male,Old,Rajkot,104,Laptop/PC,Linux,No,4,6,27,8,33668,31984,5,1,1,11,Technical_Queries,Remote_sharing,4,0,Non Metro,Gujrat,West,4,9,3,3,Silver2
426,426,427,45,Female,Middle,Jamnagar,112,Laptop/PC,Windows,No,4,8,39,11,33668,25924,23,1,11,1,Technical_Queries,Customer_support,5,0,Non Metro,Gujrat,West,5,3,3,5,Silver1
427,427,428,46,Female,Old,Mysore,109,Mobile/Tablet,iOS,Yes,4,1,5,1,33668,31984,5,1,2,10,Parts_change,Service_center,4,2118,Non Metro,Karnartaka,South,1,2,7,2,Gold1
428,428,429,39,Male,Middle,Noida,68,Laptop/PC,Linux,No,4,6,37,11,33668,25924,23,0,0,26,Parts_change,Service_center,4,1949,Non Metro,Uttar Pradesh,North,5,8,3,5,Silver2
429,429,430,43,Male,Middle,Nagpur,135,Mobile/Tablet,Android,Yes,3,8,22,6,47192,41528,12,0,0,17,Parts_change,Service_center,5,1971,Non Metro,Maharashtra,South,7,4,5,3,Silver1
430,430,431,43,Male,Middle,Thrissur,134,Mobile/Tablet,Android,Yes,4,6,14,4,33668,31984,5,0,0,38,Product_upgrade,Customer_support,4,10100,Non Metro,Kerela,South,6,3,3,3,Silver1
431,431,432,57,Female,Old,Solapur,114,Mobile/Tablet,Android,No,4,6,4,1,33668,27271,19,0,0,35,Product_upgrade,Customer_support,5,10100,Non Metro,Maharashtra,South,3,2,3,2,Silver1
432,432,433,36,Male,Middle,Aurangabad,157,Mobile/Tablet,iOS,Yes,3,4,38,11,47192,44832,5,1,1,11,Parts_change,Service_center,4,957,Non Metro,Uttar Pradesh,North,6,3,9,5,Platinum1
433,433,434,37,Female,Middle,Jabalpur,154,Mobile/Tablet,Android,Yes,4,7,27,8,33668,25924,23,0,0,37,Product_upgrade,Customer_support,5,10100,Non Metro,Madhya Pradesh,West,4,4,3,3,Silver1
434,434,435,43,Male,Middle,Tirupati,137,Laptop/PC,Windows,No,2,8,31,9,86114,71474,17,1,4,8,Technical_Queries,Customer_support,5,0,Non Metro,Andhra Pradesh,South,6,3,6,4,Gold1
435,435,436,46,Male,Old,Amravati,138,Mobile/Tablet,iOS,No,3,5,5,1,47192,41528,12,1,1,11,Technical_Queries,Customer_support,4,0,Non Metro,Maharashtra,South,3,2,9,2,Platinum1
436,436,437,29,Female,Young,Hyderabad,209,Laptop/PC,Windows,Yes,1,4,40,16,89528,74308,17,0,0,13,Product_upgrade,Customer_support,3,26858,Metro,Telangana,South,4,4,6,5,Gold1
437,437,438,46,Male,Old,Mysore,110,Laptop/PC,Linux,Yes,5,1,28,8,78227,60234,23,1,8,4,Technical_Queries,Remote_sharing,5,0,Non Metro,Karnartaka,South,2,7,6,3,Gold2
438,438,439,18,Male,Young,Gwalior,161,Laptop/PC,Linux,No,1,1,48,19,89528,68936,23,0,0,37,Product_upgrade,Customer_support,3,26858,Non Metro,Madhya Pradesh,West,8,9,6,5,Gold2
439,439,440,20,Female,Young,Meerut,149,Laptop/PC,Windows,No,2,4,46,18,86114,69752,19,1,5,7,Parts_change,Service_center,4,750,Non Metro,Uttar Pradesh,North,4,4,6,5,Gold1
440,440,441,36,Female,Middle,Noida,125,Mobile/Tablet,iOS,No,2,7,14,4,86114,71474,17,0,0,39,Product_upgrade,Customer_support,5,25834,Non Metro,Uttar Pradesh,North,7,4,10,3,Platinum1
441,441,442,42,Male,Middle,Bhubaneswar,93,Mobile/Tablet,iOS,Yes,2,7,20,6,86114,66307,23,0,0,30,Product_upgrade,Customer_support,5,25834,Non Metro,Orissa,East,4,4,10,3,Platinum1
442,442,443,50,Female,Old,Pondicherry,123,Mobile/Tablet,iOS,Yes,5,6,17,5,78227,60234,23,1,10,2,Technical_Queries,Customer_support,5,0,Non Metro,Tamil Nadu,South,3,2,10,3,Platinum1
443,443,444,26,Male,Young,Jhansi,194,Mobile/Tablet,iOS,Yes,1,6,30,12,89528,78784,12,0,0,22,Parts_change,Service_center,4,868,Non Metro,Uttar Pradesh,North,8,4,10,4,Platinum1
444,444,445,53,Female,Old,Indore,110,Laptop/PC,Linux,No,5,1,1,0,78227,68839,12,1,10,2,Technical_Queries,Customer_support,4,0,Non Metro,Madhya Pradesh,West,2,7,6,2,Gold2
445,445,446,22,Female,Young,Chennai,144,Mobile/Tablet,iOS,No,1,4,44,17,89528,72517,19,1,7,5,Technical_Queries,Remote_sharing,4,0,Metro,Tamil Nadu,South,4,4,10,5,Platinum1
446,446,447,47,Male,Old,Faridabad,148,Mobile/Tablet,iOS,No,4,5,18,5,33668,29627,12,1,6,6,Technical_Queries,Remote_sharing,5,0,Non Metro,Haryana,North,4,4,7,3,Gold1
447,447,448,21,Female,Young,Madurai,134,Laptop/PC,Linux,No,0,4,52,20,56323,45621,19,0,0,31,Product_upgrade,Customer_support,5,16896,Non Metro,Tamil Nadu,South,4,9,5,5,Silver2
448,448,449,27,Female,Young,Gurgaon,133,Mobile/Tablet,iOS,No,3,6,52,20,47192,36337,23,1,9,3,Technical_Queries,Customer_support,5,0,Non Metro,Haryana,North,3,2,9,5,Platinum1
449,449,450,20,Male,Young,Kozhikode,213,Mobile/Tablet,Android,Yes,0,6,42,16,56323,46748,17,0,0,27,Product_upgrade,Customer_support,2,16896,Non Metro,Kerela,South,5,3,5,5,Silver1
450,450,451,58,Male,Old,Madurai,135,Mobile/Tablet,Android,No,4,6,4,1,33668,29627,12,1,5,7,Parts_change,Service_center,5,1234,Non Metro,Tamil Nadu,South,2,2,3,2,Silver1
451,451,452,35,Female,Old,Bhavnagar,188,Mobile/Tablet,Android,Yes,4,3,8,2,33668,29627,12,1,5,7,Technical_Queries,Remote_sharing,5,0,Non Metro,Gujrat,West,1,2,3,2,Silver1
452,452,453,53,Female,Old,Nellore,105,Laptop/PC,Linux,No,5,5,5,1,78227,64928,17,1,9,3,Technical_Queries,Remote_sharing,4,0,Non Metro,Andhra Pradesh,South,1,7,6,2,Gold2
453,453,454,42,Female,Middle,Kakinada,115,Laptop/PC,Windows,Yes,4,8,12,3,33668,31984,5,1,7,5,Technical_Queries,Remote_sharing,5,0,Non Metro,Andhra Pradesh,South,5,3,3,3,Silver1
454,454,455,38,Male,Middle,Meerut,126,Laptop/PC,Windows,No,4,4,15,4,33668,31984,5,0,0,35,Parts_change,Service_center,4,2206,Non Metro,Uttar Pradesh,North,7,4,3,3,Silver1
455,455,456,50,Male,Old,Visakhapatnam,129,Mobile/Tablet,iOS,No,5,3,7,2,78227,64928,17,1,0,12,Parts_change,Service_center,5,822,Metro,Andhra Pradesh,South,1,2,10,2,Platinum1
456,456,457,28,Male,Young,Lucknow,201,Mobile/Tablet,iOS,Yes,1,3,58,23,89528,78784,12,1,10,2,Technical_Queries,Remote_sharing,4,0,Non Metro,Uttar Pradesh,North,5,3,10,5,Platinum1
457,457,458,28,Male,Young,Firozabad,177,Laptop/PC,Windows,No,1,3,38,15,89528,78784,12,0,0,38,Product_upgrade,Customer_support,3,26858,Non Metro,Uttar Pradesh,North,8,4,6,5,Gold1
458,458,459,43,Male,Middle,Asansol,154,Mobile/Tablet,Android,Yes,3,7,38,11,47192,38225,19,1,1,11,Parts_change,Service_center,4,996,Non Metro,West Bengal,East,7,4,5,5,Silver1
459,459,460,47,Female,Old,Thiruvananthapuram,128,Mobile/Tablet,Android,Yes,4,6,3,0,33668,27944,17,1,10,2,Technical_Queries,Remote_sharing,4,0,Non Metro,Kerela,South,4,4,3,2,Silver1
460,460,461,57,Male,Old,Coimbatore,146,Laptop/PC,Linux,No,4,6,10,3,33668,31984,5,1,6,6,Technical_Queries,Remote_sharing,4,0,Metro,Andhra Pradesh,South,1,7,3,2,Silver2
461,461,462,45,Female,Middle,BokaroSteelCity,142,Mobile/Tablet,Android,No,4,7,40,12,33668,27944,17,1,7,5,Technical_Queries,Remote_sharing,4,0,Non Metro,Jharkhand,East,5,3,3,5,Silver1
462,462,463,42,Male,Middle,Salem,137,Mobile/Tablet,Android,No,3,3,32,9,47192,38225,19,0,0,25,Parts_change,Service_center,4,1767,Non Metro,Tamil Nadu,South,6,3,5,4,Silver1
463,463,464,33,Female,Young,Aurangabad,205,Laptop/PC,Windows,Yes,3,7,58,23,47192,44832,5,1,10,2,Technical_Queries,Remote_sharing,4,0,Non Metro,Uttar Pradesh,North,3,2,5,5,Silver1
464,464,465,27,Female,Young,Guwahati,180,Laptop/PC,Windows,Yes,1,6,47,18,89528,72517,19,1,7,5,Technical_Queries,Remote_sharing,4,0,Non Metro,Assam,East,7,4,6,5,Gold1
465,465,466,44,Male,Middle,Chennai,113,Laptop/PC,Linux,No,2,8,33,9,86114,66307,23,0,0,13,Parts_change,Service_center,5,1164,Metro,Tamil Nadu,South,3,7,6,4,Gold2
466,466,467,55,Male,Old,Warangal,118,Mobile/Tablet,Android,Yes,5,1,13,3,78227,63363,19,1,4,8,Parts_change,Service_center,4,1455,Non Metro,Telangana,South,4,4,6,3,Gold1
467,467,468,35,Male,Old,Kakinada,134,Mobile/Tablet,iOS,No,3,6,29,8,47192,39169,17,1,12,0,Technical_Queries,Remote_sharing,5,0,Non Metro,Andhra Pradesh,South,4,4,9,3,Platinum1
468,468,469,53,Female,Old,Surat,112,Mobile/Tablet,iOS,Yes,3,6,27,8,47192,36337,23,0,0,34,Parts_change,Service_center,5,1818,Metro,Gujrat,West,3,2,9,3,Platinum1
469,469,470,54,Male,Old,Srinagar,103,Mobile/Tablet,iOS,No,4,6,16,4,33668,27944,17,0,0,32,Product_upgrade,Customer_support,3,10100,Non Metro,Jammu and Kashmir,North,1,2,7,3,Gold1
470,470,471,18,Male,Young,Tiruvannamalai,139,Mobile/Tablet,iOS,No,0,6,33,13,56323,49564,12,0,0,20,Parts_change,Service_center,4,1978,Non Metro,Andhra Pradesh,South,5,3,9,5,Platinum1
471,471,472,43,Female,Middle,Belgaum,126,Mobile/Tablet,Android,No,3,3,30,9,47192,39169,17,1,1,11,Technical_Queries,Customer_support,5,0,Non Metro,Karnartaka,South,6,3,5,3,Silver1
472,472,473,18,Female,Young,Vellore,144,Laptop/PC,Windows,Yes,0,9,44,17,56323,53506,5,0,0,30,Parts_change,Service_center,4,1420,Non Metro,Tamil Nadu,South,3,2,5,5,Silver1
473,473,474,34,Female,Young,Kozhikode,195,Laptop/PC,Windows,No,2,10,47,18,86114,66307,23,0,0,17,Product_upgrade,Customer_support,4,25834,Non Metro,Kerela,South,7,4,6,5,Gold1
474,474,475,51,Male,Old,Jhansi,134,Laptop/PC,Windows,Yes,4,5,1,0,33668,27271,19,0,0,28,Product_upgrade,Customer_support,2,10100,Non Metro,Uttar Pradesh,North,1,2,3,2,Silver1
475,475,476,30,Male,Young,Hyderabad,189,Laptop/PC,Windows,Yes,1,5,46,18,89528,78784,12,1,4,8,Parts_change,Service_center,5,664,Metro,Telangana,South,8,4,6,5,Gold1
476,476,477,50,Male,Old,Jaipur,148,Laptop/PC,Linux,No,3,3,22,6,47192,39169,17,1,6,6,Technical_Queries,Customer_support,4,0,Non Metro,Rajasthan,West,3,7,5,3,Silver2
477,477,478,44,Female,Middle,Kurnool,105,Laptop/PC,Windows,No,4,6,17,5,33668,29627,12,1,2,10,Parts_change,Service_center,5,962,Non Metro,Andhra Pradesh,South,5,3,3,3,Silver1
478,478,479,44,Male,Middle,Durgapur,134,Mobile/Tablet,Android,Yes,4,7,10,3,33668,27944,17,0,0,15,Product_upgrade,Customer_support,4,10100,Non Metro,West Bengal,East,4,4,3,2,Silver1
479,479,480,43,Male,Middle,Tiruvannamalai,143,Laptop/PC,Windows,Yes,2,8,10,3,86114,75780,12,1,4,8,Parts_change,Service_center,4,955,Non Metro,Andhra Pradesh,South,4,4,6,2,Gold1
480,480,481,40,Male,Middle,Hyderabad,178,Mobile/Tablet,iOS,No,3,4,17,5,47192,38225,19,1,0,12,Parts_change,Service_center,4,1741,Metro,Telangana,South,3,2,9,3,Platinum1
481,481,482,21,Female,Young,Bijapur,186,Mobile/Tablet,iOS,Yes,2,4,56,22,86114,66307,23,0,0,19,Product_upgrade,Customer_support,2,25834,Non Metro,Karnartaka,South,9,4,10,5,Platinum1
482,482,483,26,Female,Young,Moradabad,164,Mobile/Tablet,iOS,No,2,6,40,16,86114,81808,5,1,3,9,Technical_Queries,Customer_support,4,0,Non Metro,Uttar Pradesh,North,6,3,10,5,Platinum1
483,483,484,19,Female,Young,Kochi,138,Mobile/Tablet,Android,No,1,9,56,22,89528,72517,19,0,0,23,Parts_change,Service_center,4,1019,Non Metro,Kerela,South,6,3,6,5,Gold1
484,484,485,48,Female,Old,Gwalior,112,Laptop/PC,Windows,No,3,1,11,3,47192,36337,23,1,7,5,Technical_Queries,Remote_sharing,4,0,Non Metro,Madhya Pradesh,West,3,2,5,3,Silver1
485,485,486,34,Female,Young,Meerut,187,Laptop/PC,Linux,Yes,3,4,59,23,47192,41528,12,0,0,34,Product_upgrade,Customer_support,5,14157,Non Metro,Uttar Pradesh,North,8,9,5,5,Silver2
486,486,487,42,Male,Middle,Thiruvananthapuram,114,Laptop/PC,Linux,Yes,2,4,12,3,86114,75780,12,0,0,18,Parts_change,Service_center,5,1209,Non Metro,Kerela,South,6,8,6,3,Gold2
487,487,488,30,Female,Young,Goa,141,Laptop/PC,Linux,Yes,1,6,58,23,89528,78784,12,1,7,5,Technical_Queries,Customer_support,4,0,Non Metro,Goa,South,9,9,6,5,Gold2
488,488,489,60,Female,Old,Thrissur,107,Laptop/PC,Windows,No,5,1,10,3,78227,64928,17,1,11,1,Technical_Queries,Remote_sharing,4,0,Non Metro,Kerela,South,1,2,6,2,Gold1
489,489,490,45,Female,Middle,Madurai,107,Mobile/Tablet,Android,No,2,4,22,6,86114,75780,12,0,0,30,Product_upgrade,Customer_support,2,25834,Non Metro,Tamil Nadu,South,4,4,6,3,Gold1
490,490,491,39,Male,Middle,Bikaner,155,Mobile/Tablet,Android,Yes,2,7,25,7,86114,81808,5,0,0,28,Parts_change,Service_center,5,1956,Non Metro,Rajasthan,West,3,2,6,3,Gold1
491,491,492,58,Female,Old,Jodhpur,115,Laptop/PC,Windows,Yes,4,1,17,5,33668,27944,17,0,0,30,Product_upgrade,Customer_support,3,10100,Non Metro,Rajasthan,West,2,2,3,3,Silver1
492,492,493,33,Male,Young,Hyderabad,206,Mobile/Tablet,Android,No,2,1,49,19,86114,81808,5,0,0,24,Parts_change,Service_center,4,1235,Metro,Telangana,South,5,3,6,5,Gold1
493,493,494,31,Female,Young,Belgaum,191,Laptop/PC,Linux,Yes,1,9,46,18,89528,78784,12,0,0,22,Product_upgrade,Customer_support,2,26858,Non Metro,Karnartaka,South,3,7,6,5,Gold2
494,494,495,50,Male,Old,Jaipur,131,Mobile/Tablet,Android,Yes,5,5,19,5,78227,74315,5,0,0,14,Parts_change,Service_center,5,819,Non Metro,Rajasthan,West,1,2,6,3,Gold1
495,495,496,54,Female,Old,Madurai,121,Laptop/PC,Windows,No,4,5,22,6,33668,31984,5,0,0,34,Parts_change,Service_center,4,598,Non Metro,Tamil Nadu,South,3,2,3,3,Silver1
496,496,497,20,Female,Young,Mangalore,186,Mobile/Tablet,iOS,Yes,1,7,45,18,89528,72517,19,1,8,4,Technical_Queries,Customer_support,4,0,Non Metro,Karnartaka,South,4,4,10,5,Platinum1
497,497,498,33,Male,Young,Gurgaon,141,Mobile/Tablet,iOS,No,0,7,31,12,56323,45621,19,0,0,38,Product_upgrade,Customer_support,4,16896,Non Metro,Haryana,North,6,3,9,5,Platinum1
498,498,499,34,Male,Young,Agra,188,Laptop/PC,Linux,Yes,0,7,30,12,56323,45621,19,1,10,2,Technical_Queries,Customer_support,5,0,Non Metro,Uttar Pradesh,North,5,8,5,4,Silver2
499,499,500,22,Male,Young,Cuttack,174,Mobile/Tablet,Android,No,2,7,58,23,86114,66307,23,1,4,8,Technical_Queries,Remote_sharing,5,0,Non Metro,Orissa,East,4,4,6,5,Gold1
500,500,501,56,Female,Old,Mathura,138,Laptop/PC,Windows,No,3,3,18,5,47192,41528,12,1,0,12,Parts_change,Service_center,4,2139,Non Metro,Uttar Pradesh,North,3,2,5,3,Silver1
501,501,502,45,Male,Middle,Raipur,129,Mobile/Tablet,iOS,Yes,4,4,17,5,33668,27944,17,1,5,7,Parts_change,Service_center,5,1251,Non Metro,Chattisgarh,East,4,4,7,3,Gold1
502,502,503,51,Female,Old,Jhansi,107,Laptop/PC,Windows,No,4,1,2,0,33668,27944,17,1,6,6,Technical_Queries,Customer_support,5,0,Non Metro,Uttar Pradesh,North,3,2,3,2,Silver1
503,503,504,25,Female,Young,Vadodara,199,Laptop/PC,Linux,No,1,4,40,16,89528,74308,17,0,0,13,Product_upgrade,Customer_support,5,26858,Non Metro,Gujrat,West,3,7,6,5,Gold2
504,504,505,39,Male,Middle,Jamnagar,98,Mobile/Tablet,Android,Yes,2,8,14,4,86114,81808,5,0,0,31,Product_upgrade,Customer_support,3,25834,Non Metro,Gujrat,West,3,2,6,3,Gold1
505,505,506,25,Female,Young,Amravati,132,Mobile/Tablet,Android,Yes,3,7,49,19,47192,36337,23,1,0,12,Parts_change,Service_center,4,834,Non Metro,Maharashtra,South,7,4,5,5,Silver1
506,506,507,18,Female,Young,Bhiwandi,140,Mobile/Tablet,Android,No,2,4,50,20,86114,75780,12,0,0,31,Parts_change,Service_center,5,1648,Non Metro,Maharashtra,South,6,3,6,5,Gold1
507,507,508,44,Female,Middle,Asansol,166,Laptop/PC,Linux,No,4,7,38,11,33668,31984,5,0,0,26,Parts_change,Service_center,4,2133,Non Metro,West Bengal,East,5,8,3,5,Silver2
508,508,509,58,Male,Old,Thrissur,112,Mobile/Tablet,Android,Yes,3,5,1,0,47192,41528,12,0,0,25,Parts_change,Service_center,5,732,Non Metro,Kerela,South,4,4,5,2,Silver1
509,509,510,18,Male,Young,Lucknow,183,Mobile/Tablet,Android,No,2,5,49,19,86114,81808,5,1,9,3,Technical_Queries,Customer_support,4,0,Non Metro,Uttar Pradesh,North,6,3,6,5,Gold1
510,510,511,59,Male,Old,Nashik,126,Mobile/Tablet,Android,Yes,4,6,24,7,33668,29627,12,0,0,35,Parts_change,Service_center,5,1661,Non Metro,Maharashtra,South,3,2,3,3,Silver1
511,511,512,39,Female,Middle,Bhiwandi,176,Laptop/PC,Windows,No,3,4,19,5,47192,41528,12,1,3,9,Parts_change,Service_center,5,2379,Non Metro,Maharashtra,South,6,3,5,3,Silver1
512,512,513,26,Female,Young,Dehradun,130,Mobile/Tablet,iOS,Yes,2,4,53,21,86114,71474,17,0,0,13,Parts_change,Service_center,4,2151,Non Metro,Uttrakhand,North,8,4,10,5,Platinum1
513,513,514,53,Male,Old,Gorakhpur,134,Laptop/PC,Linux,Yes,4,6,27,8,33668,31984,5,0,0,35,Product_upgrade,Customer_support,3,10100,Non Metro,Haryana,North,3,7,3,3,Silver2
